timestep,value
146.0,-0.9991729391987161
147.0,-0.8373115347419283
148.0,-0.3646780841588763
149.0,0.24324532884273942
150.0,0.760864843367811
151.0,0.9961935446650486
152.0,0.8620329353762779
153.0,0.4082358828776568
154.0,-0.19686836179785464
155.0,-0.7289476590398931
156.0,-0.9908400009191419
157.0,-0.8855868971284748
158.0,-0.4522831763099974
159.0,0.14849476055143243
160.0,0.6942323883083662
161.0,0.9828995578983221
162.0,0.9077186160620946
163.0,0.4966161216777537
164.0,-0.09820147502500871
165.0,-0.6566384766496246
166.0,-0.9721609266813678
167.0,-0.9281613925084115
168.0,-0.5410096532819584
169.0,0.04608845651316131
170.0,0.6161017624593483
171.0,0.9584164318327626
172.0,0.9466377223347745
173.0,0.5852170885184939
174.0,0.007719570459576873
175.0,-0.5725770141540337
176.0,-0.9414644070700044
177.0,-0.9628606739506579
178.0,-0.6289699590163453
179.0,-0.06307141693668163
180.0,0.5260405646284603
181.0,0.9211118358696749
182.0,0.9765355727261981
183.0,0.6719781013639302
184.0,0.1197878541081389
185.0,-0.47649302001468735
186.0,-0.8971772347605723
187.0,-0.9873620128161716
188.0,-0.7139300430726678
189.0,-0.177660192508103
190.0,0.4239620147118981
191.0,0.8694937725764641
192.0,0.9950362140464244
193.0,0.7544937201470596
194.0,0.23644905828394383
195.0,-0.3685049793667846
196.0,-0.8379126138388805
197.0,-0.9992537384598822
198.0,-0.7933175627872583
199.0,-0.295883412407656
200.0,0.31021188293628815
201.0,0.8023064687044733
202.0,0.9997125772665472
203.0,0.8300319852354958
204.0,0.3556598618180872
205.0,-0.24920790422847458
206.0,-0.7625733255488661
207.0,-0.9961166142353827
208.0,-0.864251314483077
209.0,-0.41544231417637617
210.0,0.18565598248099166
211.0,0.7186403352915263
212.0,0.9881794659507577
213.0,0.8955761903653496
214.0,0.47486203005365063
215.0,-0.11975919070875948
216.0,-0.670467809035634
217.0,-0.9756286927901665
218.0,-0.9235964663731887
219.0,-0.5335181278026025
220.0,0.05176286985971127
221.0,0.6180532825648507
222.0,0.958210366934807
223.0,0.9478946361921948
224.0,0.5909785969341704
225.0,0.018043543589464375
226.0,-0.561435592792286
227.0,-0.9356939751907305
228.0,-0.9680498054351329
229.0,-0.6467818753602885
230.0,-0.08932506891796917
231.0,0.5006989025085508
232.0,0.907877624887855
233.0,0.9836422211675121
234.0,0.7004390442007999
235.0,0.1617001879496605
236.0,-0.43597660086678425
237.0,-0.8745935106763377
238.0,-0.9942583635548128
239.0,-0.7514366908080006
240.0,-0.23474038741393
241.0,0.3674549981470604
242.0,0.8357135887236997
243.0,0.9994965942235655
244.0,0.7992404860607171
245.0,0.3079703192985946
246.0,-0.29537672466313397
247.0,-0.791155392735674
248.0,-0.9989733446869119
249.0,-0.8432995156492331
250.0,-0.3808686626284216
251.0,0.22004373545295886
252.0,0.7408879135232553
253.0,0.9923298154339683
254.0,0.8830513968551602
255.0,0.4528697695149247
256.0,-0.14181981489791148
257.0,-0.6849374507016097
258.0,-0.9792391420499504
259.0,-0.9179282020825644
260.0,-0.5233661758699337
261.0,0.061132468953417875
262.0,0.6233933317680095
263.0,0.9594139690956615
264.0,0.9473631980038991
265.0,0.5917120525786647
266.0,0.02152591242436839
267.0,-0.5564133805437762
268.0,-0.93261435555473
269.0,-0.9707983945652058
270.0,-0.6572276659293763
271.0,-0.10559774343933773
272.0,0.4842290041129437
273.0,0.8986559176356809
274.0,0.9876928812081025
275.0,0.7192049064369073
276.0,0.19046090324429335
277.0,-0.4071497553286563
278.0,-0.8574180958380678
279.0,-0.9975319085279052
280.0,-0.7769139326486154
281.0,-0.27543049014303406
282.0,0.32556721712000175
283.0,0.8088524137686424
284.0,0.9998366522703472
285.0,0.8296109608905077
286.0,0.3597617858172555
287.0,-0.23995804569887383
288.0,-0.752990576610343
289.0,-0.994174573225017
290.0,-0.8765472130434463
291.0,-0.44265453869290156
292.0,0.15088600285828274
293.0,0.6899522378629993
294.0,0.9801702614302671
295.0,0.9169790122519178
296.0,0.5232586643538867
297.0,-0.05900280343321125
298.0,-0.6199522445274668
299.0,-0.9575166264857006
300.0,-0.9501789909410154
301.0,-0.6006814456358675
302.0,-0.034952396754190956
303.0,0.5433071539070965
304.0,0.9259862680961128
305.0,0.9754483467301527
306.0,0.6739962953770454
307.0,0.13015504391986843
308.0,-0.4604408003368033
309.0,-0.8854428327747452
310.0,-0.9921300499604606
311.0,-0.7422531205220999
312.0,-0.22569892397609986
313.0,0.3718886781716954
314.0,0.8358521345537111
315.0,0.999622871899325
316.0,0.8044902972076206
317.0,0.3206017455387919
318.0,-0.27830089908159944
319.0,-0.7772927903419057
320.0,-0.9973960656794492
321.0,-0.8597482325472093
322.0,-0.4138127003685274
323.0,0.1804434779506773
324.0,0.7099660951002625
325.0,0.9850044932521722
326.0,0.9070844501592255
327.0,0.504222108531655
328.0,-0.07919770334837804
329.0,-0.6342048392480429
330.0,-0.9621039518185949
331.0,-0.9455900932618005
332.0,-0.5906732242299005
333.0,-0.024442643511214435
334.0,0.5504807517416646
335.0,0.9284664132459668
336.0,0.9744076918008724
337.0,0.6719762401038195
338.0,0.1293764423219519
339.0,-0.45941023823620597
340.0,-0.8839948509443748
341.0,-0.9927499891678269
342.0,-0.7469244827681571
343.0,-0.23440295774714776
344.0,0.3617580758641928
345.0,0.8287372917984237
346.0,0.9999195704106709
347.0,0.8143127404659303
348.0,0.33823230036966073
349.0,-0.2584387256977011
350.0,-0.7628996974040921
351.0,-0.995328978476994
352.0,-0.8729576053341814
353.0,-0.4394987501212681
354.0,0.15051493215169387
355.0,0.686857250576897
356.0,0.9785209492165453
357.0,0.9217196484128118
358.0,0.5367770174355854
359.0,-0.03919329664709123
360.0,-0.6011636015171534
361.0,-0.9491883411230719
362.0,-0.9595271760327729
363.0,-0.6286014573175602
364.0,-0.07418345809063444
365.0,0.5065576148690367
366.0,0.9071932838516865
367.0,0.9854012427318978
368.0,0.7134881818733444
369.0,0.18814777568574723
370.0,-0.40396715596649435
371.0,-0.8525850223724564
372.0,-0.9984815198338566
373.0,-0.7899599380436324
374.0,-0.30112229451150124
375.0,0.29450946358691504
376.0,0.7856158933753811
377.0,0.9980525420927024
378.0,0.8565735301238118
379.0,0.411438738549283
380.0,-0.1794876792342356
381.0,-0.706754839546036
382.0,-0.9835697794994481
383.0,-0.9119494723503895
384.0,-0.5173607118777727
385.0,0.06038314090808449
386.0,0.6166978480203179
387.0,0.9546849099427086
388.0,0.954803457030056
389.0,0.6171103441643904
390.0,0.06115689616910729
391.0,-0.5163746941827918
392.0,-0.911269603696884
393.0,-0.9839791204990526
394.0,-0.7088986281557766
395.0,-0.18333637725593774
396.0,0.40695138344849374
397.0,0.8534370757273276
398.0,0.9984814852210374
399.0,0.7909591724241355
400.0,0.3042325792098994
401.0,-0.28982771410019026
402.0,-0.7815606198109311
403.0,-0.9975103546264992
404.0,-0.8615849653098477
405.0,-0.4218233211711137
406.0,0.16662943574880815
407.0,0.6962883128626741
408.0,0.9804928413899211
409.0,0.9191676115338988
410.0,0.5340191941491668
411.0,-0.039194552318645666
412.0,-0.598553072061665
413.0,-0.9471141236646012
414.0,-0.9622383644108242
415.0,-0.6387006051582994
416.0,-0.0904465830725674
417.0,0.4895772647241636
418.0,0.8973454516300905
419.0,0.9895101377220128
420.0,0.7337592728653707
421.0,0.22009761064894473
422.0,-0.37087111450841176
423.0,-0.8314683730839599
424.0,-0.9999195465024316
425.0,-0.8171436407529729
426.0,-0.34742902511263707
427.0,0.24422422020458834
428.0,0.7500941163923974
429.0,0.9926679002558856
430.0,0.8869074941641936
431.0,0.4700174645124898
432.0,-0.11168960728088922
433.0,-0.6541770665496968
434.0,-0.9672599609786018
435.0,-0.9412608837967212
436.0,-0.585391141892988
437.0,-0.024440130987909155
438.0,0.5450212998390115
439.0,0.9235391877932927
440.0,0.9786222756785968
441.0,0.6910809216308746
442.0,0.16166487600913299
443.0,-0.4242792086930792
444.0,-0.8617181262030564
445.0,-0.9976706726774861
446.0,-0.7846763143308361
447.0,-0.2973172803894006
448.0,0.2939413542583303
449.0,0.782402569275695
450.0,0.9973962922416989
451.0,0.8638854266185788
452.0,0.42861115507510905
453.0,-0.1563168324448466
454.0,-0.6866081266291872
455.0,-0.9771482470690095
456.0,-0.9265976617738667
457.0,-0.5526975220698652
458.0,0.014003631346675741
459.0,0.5757678906640266
460.0,0.9366775679371523
461.0,0.9709477317366446
462.0,0.6667276229722209
463.0,0.1301513060758809
464.0,-0.4517299931235158
465.0,-0.8761738394211246
466.0,-0.9953793195567993
467.0,-0.7679218722145338
468.0,-0.2731023217830408
469.0,0.31674400277849424
470.0,0.7962936980183202
471.0,0.9987065337548112
472.0,0.8536434339354526
473.0,0.4116652752829651
474.0,-0.17343532946508286
475.0,-0.6981794762388435
476.0,-0.9801711329614793
477.0,-0.9214747926314419
478.0,-0.5425871085403983
479.0,0.02476707178204294
480.0,0.5834663726328949
481.0,0.9394933816730714
482.0,0.9692953913738879
483.0,0.6626237056816034
484.0,0.12601092566577793
485.0,-0.45427669242062313
486.0,-0.8769143371109874
487.0,-0.9953581400877753
488.0,-0.7686246169158633
489.0,-0.27542565801319246
490.0,0.31319994057814066
491.0,0.7932273737258216
492.0,0.9983623638652814
493.0,0.8576228188561477
494.0,0.4198566129742587
495.0,-0.16325786097441486
496.0,-0.689796835637348
497.0,-0.9775205819268088
498.0,-0.926927296187687
499.0,-0.5556224485791217
500.0,0.007853900888666044
501.0,0.5685618765782854
502.0,0.9326163962375036
503.0,0.974215868407269
504.0,0.6790771613719754
505.0,0.14929296362510472
506.0,-0.43202380794388967
507.0,-0.8640507391548737
508.0,-0.9976253676690915
509.0,-0.7867137073302257
510.0,-0.30422958653422133
511.0,0.283215631877294
512.0,0.7728737949910732
513.0,0.9958360181722787
514.0,0.8752725410928925
515.0,0.4528641675645233
516.0,-0.12565288813869224
517.0,-0.6608000823920482
518.0,-0.9681466929648441
519.0,-0.9418520692633654
520.0,-0.5910742872904194
521.0,-0.03673451286097775
522.0,0.5302044717456647
523.0,0.9145376491137267
524.0,0.9840175928818551
525.0,0.7148251938980226
526.0,0.19968917112466514
527.0,-0.3840973197898501
528.0,-0.8357173842635132
529.0,-0.9999049663821306
530.0,-0.8202954462667671
531.0,-0.358730794268258
532.0,0.22607743333697014
533.0,0.7331504318305558
534.0,0.9883149498443032
535.0,0.9040064182484957
536.0,0.5092767616525924
537.0,-0.06026222169966453
538.0,-0.6090632303519252
539.0,-0.9487941021540671
540.0,-0.9629516254290359
541.0,-0.6467761249076416
542.0,-0.10880484650729062
543.0,0.4664256723877137
544.0,0.8816980773187235
545.0,0.9947213784484761
546.0,0.766853730603579
547.0,0.2762685176678723
548.0,-0.3089065620152843
549.0,-0.7882333644340421
550.0,-0.9976179272460666
551.0,-0.8654603968682182
552.0,-0.43709587456689997
553.0,0.1408019831187761
554.0,0.6704738692724751
555.0,0.9707560691041849
556.0,0.9390243872688828
557.0,0.5862274593944811
558.0,0.033063508132802656
559.0,-0.5313492822490076
560.0,-0.914144178926882
561.0,-0.9845988405275348
562.0,-0.7187415842001273
563.0,-0.20746192340837727
564.0,0.3746029167691635
565.0,0.8287408080902473
566.0,0.9999993730360436
567.0,0.8300270792790416
568.0,0.37691105096759037
569.0,-0.20471762861529022
570.0,-0.7164824084027621
571.0,-0.9839258115619155
572.0,-0.9159588729652947
573.0,-0.535844593365772
574.0,0.026809526715888515
575.0,0.5802783830265381
576.0,0.936061972384052
577.0,0.9730700658707482
578.0,0.6787988076991528
579.0,0.15350956610260474
580.0,-0.4239705505256978
581.0,-0.8571476121267169
582.0,-0.9987136083384376
583.0,-0.8006100752118164
584.0,-0.3302985820106424
585.0,0.25225522486426993
586.0,0.7490171595779773
587.0,0.991206360488379
588.0,0.8966167769922961
589.0,0.49747885661587726
590.0,-0.07056744460368827
591.0,-0.6146006123212906
592.0,-0.9499482550530662
593.0,-0.9628579595785495
594.0,-0.6490457646933184
595.0,-0.11507160272512787
596.0,0.4578830510762345
597.0,0.8755095333499932
598.0,0.9962606005060175
599.0,0.7792937606565994
600.0,0.29824126490224434
601.0,-0.283820578674658
602.0,-0.7696796141906944
603.0,-0.9948068895873804
604.0,-0.8830469739911648
605.0,-0.47233779217294525
606.0,0.09821210480637754
607.0,0.6354721021310038
608.0,0.9576728826461084
609.0,0.9558864412619271
610.0,0.6308142228513417
611.0,0.09247176908773175
612.0,-0.4770817481313167
613.0,-0.8853302077423463
614.0,-0.99436426306034
615.0,-0.7674359563038237
616.0,-0.28129951604884257
617.0,0.2997908279000656
618.0,0.779603244669328
619.0,0.9961945304586601
620.0,0.8765426767091433
621.0,0.46112377111077574
622.0,-0.10982436701390134
623.0,-0.6436753757866356
624.0,-0.9604108383715558
625.0,-0.9533060403542069
626.0,-0.6248533316995482
627.0,-0.08584413717503887
628.0,0.4820395198397549
629.0,0.8874806482967449
630.0,0.9939716376971288
631.0,0.765742688549213
632.0,0.27973244425797805
633.0,-0.3003901876777205
634.0,-0.7793677195367668
635.0,-0.9960732786638894
636.0,-0.8776879463955582
637.0,-0.4641282087776256
638.0,0.10545669252315293
639.0,0.6395353145788437
640.0,0.958607705207754
641.0,0.9555165664921254
642.0,0.6313975247152934
643.0,0.09522016529866342
644.0,-0.47288489409552725
645.0,-0.8821584726541314
646.0,-0.9952573813137529
647.0,-0.774312067390589
648.0,-0.29356273718384684
649.0,0.2856275147171135
650.0,0.7689590024798335
651.0,0.9943769024194096
652.0,0.8863815102304212
653.0,0.4812743325430556
654.0,-0.08508806206660591
655.0,-0.6228867081260411
656.0,-0.951968157374369
657.0,-0.9621763141378744
658.0,-0.650189154101756
659.0,-0.12055430561530309
660.0,0.44938261394709983
661.0,0.8688792208057214
662.0,0.9976249781799357
663.0,0.7926406727960474
664.0,0.3225826908827899
665.0,-0.2552939708969063
666.0,-0.7477702886369659
667.0,-0.9902695265903428
668.0,-0.9018325022729157
669.0,-0.5121056816318192
670.0,0.04864092791016794
671.0,0.5930905877923445
672.0,0.9394634918533706
673.0,0.9721941527056706
674.0,0.6804536521363821
675.0,0.16168778694056693
676.0,-0.4109695789713047
677.0,-0.8464980095894751
678.0,-0.9997030947175121
679.0,-0.8195915397979467
680.0,-0.36630115562136306
681.0,0.20902071459434224
682.0,0.7146439015419471
683.0,0.9821544882998224
684.0,0.9225290584717807
685.0,0.5557210748924745
686.0,0.003939672659942345
687.0,-0.549100774610196
688.0,-0.9193608396033708
689.0,-0.9837076201268595
690.0,-0.7208296448926558
691.0,-0.21825113024299458
692.0,0.3568481399974309
693.0,0.8132658094523116
694.0,0.9993424819188743
695.0,0.8533284330599638
696.0,0.42383351771163086
697.0,-0.1463982337752617
698.0,-0.6679594284063173
699.0,-0.9676989709075193
700.0,-0.946187073796581
701.0,-0.610660520017425
702.0,-0.07254458232091707
703.0,0.4895860305966331
704.0,0.889283175432143
705.0,0.9940570127335674
706.0,0.7692614638727991
707.0,0.2895074788134309
708.0,-0.2861411921507804
709.0,-0.7669302856903643
710.0,-0.9936258387779378
711.0,-0.8912271885649129
712.0,-0.4937400306140377
713.0,0.0671596701883346
714.0,0.6057778032222859
715.0,0.9438886293699201
716.0,0.9696932574664385
717.0,0.6747512948585659
718.0,0.15669746251860814
719.0,-0.41311602954483545
720.0,-0.8463151657866158
721.0,-0.9997726005455668
722.0,-0.8228675842594259
723.0,-0.37414191377697203
724.0,0.19811441552479087
725.0,0.7048957813649994
726.0,0.9789099715019359
727.0,0.9297819328891926
728.0,0.5738227288509058
729.0,0.02857075030320364
730.0,-0.5260539235498165
731.0,-0.907132541719576
732.0,-0.9890640954591804
733.0,-0.7449299183574578
734.0,-0.2552945480202746
735.0,0.3184200816769731
736.0,0.7871746098523568
737.0,0.9965993886963151
738.0,0.8778061357564695
739.0,0.4700074818655769
740.0,-0.09246929786317412
741.0,-0.6244597538489022
742.0,-0.950925994143561
743.0,-0.9645321383827844
744.0,-0.66089852153483
745.0,-0.1399673165152389
746.0,0.42693065335700997
747.0,0.8534436252006904
748.0,0.9994502696407478
749.0,0.8170643871226501
750.0,0.3662982323790428
751.0,-0.204725008746474
752.0,-0.7084717357358354
753.0,-0.9795907452188132
754.0,-0.9291678745836222
755.0,-0.5738474027023086
756.0,-0.030294894244464462
757.0,0.5231426036061012
758.0,0.9049683093482539
759.0,0.990045420058856
760.0,0.750576260097621
761.0,0.2651418581512583
762.0,-0.30712341257136977
763.0,-0.7787219211087812
764.0,-0.9952237422945497
765.0,-0.8858118581964073
766.0,-0.48640612756729146
767.0,0.07217149342600009
768.0,0.607077463225658
769.0,0.9433075564792565
770.0,0.9709373640972102
771.0,0.6810251792547563
772.0,0.1684623489367122
773.0,-0.39912280451747584
774.0,-0.8362051579452321
775.0,-0.9999997068033679
776.0,-0.8370784331778613
777.0,-0.40075663325276545
778.0,0.16639549487953115
779.0,0.6791661041742978
780.0,0.9701905831383346
781.0,0.9445591528900157
782.0,0.6107320916342553
783.0,0.07770462797304248
784.0,-0.48061506830065925
785.0,-0.8821614317196715
786.0,-0.9960732202556588
787.0,-0.7853097539956692
788.0,-0.3186532848444708
789.0,0.2517777932340905
790.0,0.7401404367496868
791.0,0.987414982093028
792.0,0.9131625995242464
793.0,0.5416535140006276
794.0,-0.006108349105608174
795.0,-0.5518299357036118
796.0,-0.9179742758911772
797.0,-0.9855052469687104
798.0,-0.732554218731767
799.0,-0.24145917738657863
800.0,0.32807537252764823
801.0,0.7909361433936182
802.0,0.9967656615248706
803.0,0.8787799988086036
804.0,0.47539775847118954
805.0,-0.08231153016146187
806.0,-0.6132454899925456
807.0,-0.9450861689046111
808.0,-0.9702114099167446
809.0,-0.6805640316066797
810.0,-0.1701926445010966
811.0,0.39532263986011995
812.0,0.8326083576054454
813.0,0.9999531774338295
814.0,0.843205034977829
815.0,0.4132537524243245
816.0,-0.1505317034652851
817.0,-0.6655076173207529
818.0,-0.9649305188066358
819.0,-0.9519287385462142
820.0,-0.6308069098185983
821.0,-0.10557899925386874
822.0,0.45375770447742064
823.0,0.8662608590550512
824.0,0.9985691858983167
825.0,0.8079885984690736
826.0,0.3562276535548704
827.0,-0.21062313776972366
828.0,-0.7093598056081887
829.0,-0.9788789290532736
830.0,-0.9321973872851594
831.0,-0.5844874676545988
832.0,-0.04810359134643435
833.0,0.5037558878219666
834.0,0.8929883763392927
835.0,0.9940563287218983
836.0,0.7744455054290045
837.0,0.3050833049428382
838.0,-0.2626075135597991
839.0,-0.7455836876619987
840.0,-0.9882018791779659
841.0,-0.9123538785327208
842.0,-0.5425744415840239
843.0,0.0019367592442766062
844.0,0.5457715552728373
845.0,0.913830927231454
846.0,0.9876897362833829
847.0,0.7436685409379001
848.0,0.26038339741306626
849.0,-0.3066198045712741
850.0,-0.7749500041708234
851.0,-0.9940406746632948
852.0,-0.8935326646057017
853.0,-0.5058305822928838
854.0,0.04438604437939515
855.0,0.5802886172616265
856.0,0.9297387329253084
857.0,0.980567407332493
858.0,0.7165467504737779
859.0,0.22252895417837715
860.0,-0.3428610356727537
861.0,-0.7981791889926872
862.0,-0.9973884565417657
863.0,-0.8766731559423226
864.0,-0.47484267640300004
865.0,0.07918646045161785
866.0,0.6077795255388179
867.0,0.9415460654869975
868.0,0.9736069405177412
869.0,0.6937854258968191
870.0,0.19179539548403968
871.0,-0.3715582996473635
872.0,-0.8159105141964332
873.0,-0.9990781546443893
874.0,-0.8625297711914994
875.0,-0.4500497359220323
876.0,0.10634176350757044
877.0,0.6286722616416006
878.0,0.9499523770874191
879.0,0.9675463931842677
880.0,0.675925732892226
881.0,0.1683639661519111
882.0,-0.3929320438886719
883.0,-0.8286786352265822
884.0,-0.9997754701613251
885.0,-0.851682988081015
886.0,-0.4317678883748662
887.0,0.12588704179882582
888.0,0.643324647406027
889.0,0.9555091721370811
890.0,0.9629473892780377
891.0,0.6633623829670877
892.0,0.15234771718344758
893.0,-0.4071704149730578
894.0,-0.8368964096870424
895.0,-0.999975244765286
896.0,-0.844549785873942
897.0,-0.42021090947089157
898.0,0.13786509378882997
899.0,0.6520052698681309
900.0,0.9586112831568605
901.0,0.9601989621775111
902.0,0.6563581542312774
903.0,0.14381153375423106
904.0,-0.4144103483468265
905.0,-0.8408429935259423
906.0,-0.9999998865257573
907.0,-0.8413922564904743
908.0,-0.4155056673583295
909.0,0.14230944167434542
910.0,0.6548803753073319
911.0,0.9594914697542952
912.0,0.959520982740405
913.0,0.6550544108210159
914.0,0.1427859119650415
915.0,-0.41472508545189146
916.0,-0.8406564181253215
917.0,-0.9999988577571851
918.0,-0.8423235172831339
919.0,-0.41770200433842114
920.0,0.13923393840016624
921.0,0.6520062226680722
922.0,0.958217556216998
923.0,0.9609663792979763
924.0,0.6594770678420627
925.0,0.14927432528946752
926.0,-0.4081178659562486
927.0,-0.8363300983211203
928.0,-0.9999485747832128
929.0,-0.8473103865607493
930.0,-0.42677678440606387
931.0,0.1286289159617187
932.0,0.6433265715502484
933.0,0.954691641668515
934.0,0.9644217028912555
935.0,0.6695377092096597
936.0,0.16325411064682185
937.0,-0.3945216541805791
938.0,-0.8277129963736279
939.0,-0.99965241798033
940.0,-0.8561725909047669
941.0,-0.44263200221924826
942.0,0.11046385050396229
943.0,0.628675193385353
944.0,0.9486512465315979
945.0,0.9696059304211178
946.0,0.6850298051493983
947.0,0.18467086636460736
948.0,-0.37380489340013173
949.0,-0.8145134550474158
950.0,-0.9987408997051804
951.0,-0.8685785719181714
952.0,-0.4650870017852949
953.0,0.0846965614615907
954.0,0.6077835171422981
955.0,0.9396725919130202
956.0,0.9760677358642464
957.0,0.7056202115175525
958.0,0.21342641343218802
959.0,-0.34578341729658746
960.0,-0.796307000495778
961.0,-0.9966723868479799
962.0,-0.8840382614313849
963.0,-0.4938650126379024
964.0,0.05128899401677966
965.0,0.5802937343447676
966.0,0.9271765369277495
967.0,0.9831818011775273
968.0,0.7308363819510711
969.0,0.24936045085439584
970.0,-0.3102387623010327
971.0,-0.7725486887155892
972.0,-0.9927351225560228
973.0,-0.9018935100996194
974.0,-0.5285743986338991
975.0,0.010229632655875492
976.0,0.5457778731310116
977.0,0.9104380142834357
978.0,0.9901450885503951
979.0,0.7600500025371457
980.0,0.2922261587240687
981.0,-0.2669431950829377
982.0,-0.7425908124294373
983.0,-0.9860516346403748
984.0,-0.9213071943830944
985.0,-0.5686852495037978
986.0,-0.038437465426569645
987.0,0.5037634865891422
988.0,0.8886000950487396
989.0,0.9959743555469525
990.0,0.7924580809968812
991.0,0.34166019110115503
992.0,-0.21569177197186193
993.0,-0.7057069796773107
994.0,-0.9755869485867869
995.0,-0.9412523966692061
996.0,-0.6135022452817787
997.0,-0.09457716889925756
998.0,0.45376666302112395
999.0,0.8606940631526053
1000.0,0.9995065603657338
1001.0,0.8270628978371388
1002.0,0.39714777530635814
1003.0,-0.15634165617903426
1004.0,-0.6611236980959639
1005.0,-0.9601623270702956
1006.0,-0.9605034523237607
1007.0,-0.662135101997713
1008.0,-0.1579217001527897
1009.0,0.3953330283037527
1010.0,0.8256670663658349
1011.0,0.9994041645139171
1012.0,0.8626526586981729
1013.0,0.4579840119981
1014.0,-0.08885870788341933
1015.0,-0.6080606216114087
1016.0,-0.9384765136504276
1017.0,-0.9776310769688923
1018.0,-0.7134683706879755
1019.0,-0.22802376159783477
1020.0,0.3280872433431446
1021.0,0.7824190035957392
1022.0,0.994167673774229
1023.0,0.8977851696022536
1024.0,0.5232329631563643
1025.0,-0.01337100527988623
1026.0,-0.5457805055627217
1027.0,-0.9091366347958713
1028.0,-0.9910042078289739
1029.0,-0.7661329092489839
1030.0,-0.304205645020507
1031.0,0.25179117091060105
1032.0,0.729850270841794
1033.0,0.9821580332733755
1034.0,0.9307773728249694
1035.0,0.5916867263565363
1036.0,0.06977157236208625
1037.0,-0.4736496340991764
1038.0,-0.870700970197881
1039.0,-0.998801582055745
